city,timestamp,temperature,season
New York,2010-01-01,-0.308489980066016,winter
New York,2010-01-02,-0.164376832303055,winter
New York,2010-01-03,-6.819924382470087,winter
New York,2010-01-04,-7.088040873611511,winter
New York,2010-01-05,-2.687411176105593,winter
New York,2010-01-06,4.463723966521548,winter
New York,2010-01-07,2.4627807646375386,winter
New York,2010-01-08,-5.370735108675698,winter
New York,2010-01-09,-2.7425620382100964,winter
New York,2010-01-10,-0.5122006667524913,winter
New York,2010-01-11,-2.4790576998653506,winter
New York,2010-01-12,2.9063293828663617,winter
New York,2010-01-13,3.992167198858909,winter
New York,2010-01-14,-3.723629348984312,winter
New York,2010-01-15,12.875016627528302,winter
New York,2010-01-16,-1.8982518519878342,winter
New York,2010-01-17,8.321857383091652,winter
New York,2010-01-18,-7.993641064278806,winter
New York,2010-01-19,-0.18495352956511515,winter
New York,2010-01-20,0.5375032442969649,winter
New York,2010-01-21,6.118628286012092,winter
New York,2010-01-22,10.24104730830196,winter
New York,2010-01-23,1.966157464114886,winter
New York,2010-01-24,-2.408070973448146,winter
New York,2010-01-25,5.000577144778765,winter
New York,2010-01-26,0.3668982280462721,winter
New York,2010-01-27,4.233580409535067,winter
New York,2010-01-28,2.0308978085646223,winter
New York,2010-01-29,10.640666767775892,winter
New York,2010-01-30,2.842224559281821,winter
New York,2010-01-31,-4.415722624492443,winter
New York,2010-02-01,1.527957382121293,winter
New York,2010-02-02,2.5666962151519472,winter
New York,2010-02-03,10.047702725529037,winter
New York,2010-02-04,3.605805902823329,winter
New York,2010-02-05,3.0648870921214852,winter
New York,2010-02-06,-7.2491965456563054,winter
New York,2010-02-07,7.0724138728500066,winter
New York,2010-02-08,4.8197027200832245,winter
New York,2010-02-09,4.547115164340926,winter
New York,2010-02-10,-1.9607790697044167,winter
New York,2010-02-11,-0.7632289800334988,winter
New York,2010-02-12,-8.722396971138865,winter
New York,2010-02-13,-0.9158886281504188,winter
New York,2010-02-14,3.1957702656858027,winter
New York,2010-02-15,-1.3549977020577384,winter
New York,2010-02-16,5.835711745644624,winter
New York,2010-02-17,4.057945245668366,winter
New York,2010-02-18,6.927272400992962,winter
New York,2010-02-19,2.100234977691101,winter
New York,2010-02-20,-3.691181328344635,winter
New York,2010-02-21,-2.051043147776013,winter
New York,2010-02-22,-6.898586908156867,winter
New York,2010-02-23,1.9260611365940865,winter
New York,2010-02-24,12.024357737730202,winter
New York,2010-02-25,-1.708890591416935,winter
New York,2010-02-26,-4.625864932809579,winter
New York,2010-02-27,4.655246298100825,winter
New York,2010-02-28,4.265553488103129,winter
New York,2010-03-01,8.635603716052003,spring
New York,2010-03-02,3.041829638726065,spring
New York,2010-03-03,2.813214523412401,spring
New York,2010-03-04,9.375410522297177,spring
New York,2010-03-05,13.141141809280743,spring
New York,2010-03-06,3.0318341796822317,spring
New York,2010-03-07,13.116369261815377,spring
New York,2010-03-08,9.007172403586786,spring
New York,2010-03-09,11.005618719502689,spring
New York,2010-03-10,9.259325430133899,spring
New York,2010-03-11,5.149446509606773,spring
New York,2010-03-12,9.119869216216452,spring
New York,2010-03-13,12.41157819579663,spring
New York,2010-03-14,14.62104517701026,spring
New York,2010-03-15,12.4238406552914,spring
New York,2010-03-16,14.657594444837102,spring
New York,2010-03-17,-1.0157808488514437,spring
New York,2010-03-18,-0.8942711221616868,spring
New York,2010-03-19,6.53144479188633,spring
New York,2010-03-20,10.019978472599416,spring
New York,2010-03-21,6.022331240951674,spring
New York,2010-03-22,3.6794749139672636,spring
New York,2010-03-23,11.364274476358064,spring
New York,2010-03-24,5.768648559234984,spring
New York,2010-03-25,10.480455884615797,spring
New York,2010-03-26,13.481563296185902,spring
New York,2010-03-27,4.208476221966756,spring
New York,2010-03-28,16.34528353718995,spring
New York,2010-03-29,6.474320463555987,spring
New York,2010-03-30,2.962952357964747,spring
New York,2010-03-31,10.106664912066122,spring
New York,2010-04-01,13.507972622461466,spring
New York,2010-04-02,7.225648697865871,spring
New York,2010-04-03,11.276956820100217,spring
New York,2010-04-04,-0.8602323548139701,spring
New York,2010-04-05,10.08980005376657,spring
New York,2010-04-06,11.392459285247103,spring
New York,2010-04-07,1.1935090447161798,spring
New York,2010-04-08,11.343613339179631,spring
New York,2010-04-09,19.598500764237397,spring
New York,2010-04-10,10.523367294240531,spring
New York,2010-04-11,8.663759996412876,spring
New York,2010-04-12,12.11725368151159,spring
New York,2010-04-13,4.277792842756285,spring
New York,2010-04-14,10.198400498003302,spring
New York,2010-04-15,12.746402296588197,spring
New York,2010-04-16,7.353994296389996,spring
New York,2010-04-17,12.033369547602906,spring
New York,2010-04-18,17.7260669662685,spring
New York,2010-04-19,6.034565172234308,spring
New York,2010-04-20,8.995219711755471,spring
New York,2010-04-21,2.6974085266663073,spring
New York,2010-04-22,10.336521986901055,spring
New York,2010-04-23,6.444570674900607,spring
New York,2010-04-24,5.0405149333437,spring
New York,2010-04-25,12.295630451153306,spring
New York,2010-04-26,15.8077195909963,spring
New York,2010-04-27,12.779816450182512,spring
New York,2010-04-28,9.072894712303244,spring
New York,2010-04-29,12.269780806645073,spring
New York,2010-04-30,6.379068484603976,spring
New York,2010-05-01,9.16103159871494,spring
New York,2010-05-02,11.393023712289775,spring
New York,2010-05-03,9.420994199660012,spring
New York,2010-05-04,4.240604970895668,spring
New York,2010-05-05,3.7875684965716,spring
New York,2010-05-06,8.658198258707287,spring
New York,2010-05-07,10.311217810806045,spring
New York,2010-05-08,7.69804895027392,spring
New York,2010-05-09,19.10966459175347,spring
New York,2010-05-10,7.485214825209816,spring
New York,2010-05-11,5.068612412261059,spring
New York,2010-05-12,8.300897116763192,spring
New York,2010-05-13,0.5386646881776365,spring
New York,2010-05-14,5.09542812465684,spring
New York,2010-05-15,6.626423502303074,spring
New York,2010-05-16,15.979432021206435,spring
New York,2010-05-17,9.48466310718046,spring
New York,2010-05-18,21.50907516472963,spring
New York,2010-05-19,4.584597418897708,spring
New York,2010-05-20,5.599898958820127,spring
